1625352549767|1458|513337692816|0
1625352549767|1146|513337692848|1
1625352549767|834|513337692880|2
1625352549767|730|513337692912|3
1625352549767|781|513337693040|4
1625352549767|730|513337693072|5
1625352549767|833|513337693104|6
1625352549767|730|513337693136|7
1625352549767|1146|513337693500|8
1625352549790|2084|513337692816|9
1625352549790|989|513337692848|10
1625352549790|782|513337692880|11
1625352549790|729|513337692912|12
1625352549790|729|513337693040|13
1625352549790|729|513337693072|14
1625352549790|781|513337693104|15
1625352549790|729|513337693136|16
1625352549790|1146|513337693500|17
1625352549812|1823|513337692816|18
1625352549812|1042|513337692848|19
1625352549812|782|513337692880|20
1625352549812|729|513337692912|21
1625352549812|730|513337693040|22
1625352549812|729|513337693072|23
1625352549812|730|513337693104|24
1625352549812|781|513337693136|25
1625352549812|1302|513337693500|26
1625352549835|1719|513337692816|27
1625352549835|938|513337692848|28
1625352549835|781|513337692880|29
1625352549835|729|513337692912|30
1625352549835|781|513337693040|31
1625352549835|729|513337693072|32
1625352549835|729|513337693104|33
1625352549835|730|513337693136|34
1625352549835|1146|513337693500|35
1625352549858|1458|513337692816|36
1625352549858|729|513337692848|37
1625352549858|677|513337692880|38
1625352549858|730|513337692912|39
1625352549858|729|513337693040|40
1625352549858|677|513337693072|41
1625352549858|677|513337693104|42
1625352549858|729|513337693136|43
1625352549858|730|513337693500|44
1625352549881|1510|513337692816|45
1625352549881|937|513337692848|46
1625352549881|730|513337692880|47
1625352549881|833|513337692912|48
1625352549881|677|513337693040|49
1625352549881|730|513337693072|50
1625352549881|781|513337693104|51
1625352549881|677|513337693136|52
1625352549881|833|513337693500|53
1625352549904|1979|513337692816|54
1625352549904|782|513337692848|55
1625352549904|781|513337692880|56
1625352549904|729|513337692912|57
1625352549904|781|513337693040|58
1625352549904|729|513337693072|59
1625352549904|782|513337693104|60
1625352549904|729|513337693136|61
1625352549904|1146|513337693500|62
1625352549927|1458|513337692816|63
1625352549927|781|513337692848|64
1625352549927|781|513337692880|65
1625352549927|781|513337692912|66
1625352549927|730|513337693040|67
1625352549927|781|513337693072|68
1625352549927|729|513337693104|69
1625352549927|729|513337693136|70
1625352549927|1146|513337693500|71
1625352549949|1458|513337692816|72
1625352549949|886|513337692848|73
1625352549949|729|513337692880|74
1625352549949|781|513337692912|75
1625352549949|729|513337693040|76
1625352549949|729|513337693072|77
1625352549949|729|513337693104|78
1625352549949|729|513337693136|79
1625352549949|730|513337693500|80
1625352549972|1771|513337692816|81
1625352549972|833|513337692848|82
1625352549972|729|513337692880|83
1625352549972|730|513337692912|84
1625352549972|729|513337693040|85
1625352549972|782|513337693072|86
1625352549972|729|513337693104|87
1625352549972|782|513337693136|88
1625352549972|1094|513337693500|89
1625352549995|1979|513337692816|90
1625352549995|781|513337692848|91
1625352549995|782|513337692880|92
1625352549995|729|513337692912|93
1625352549995|782|513337693040|94
1625352549995|781|513337693072|95
1625352549995|782|513337693104|96
1625352549995|729|513337693136|97
1625352549995|782|513337693500|98
1625352550017|2032|513337692816|99
1625352550017|1146|513337692848|100
1625352550017|781|513337692880|101
1625352550017|729|513337692912|102
1625352550017|729|513337693040|103
